entity,entity_type,frequency,doc_id,match_id,match_name,match_score
england,GPE,7,"['RG_9_8_69', 'RG_9_8_115', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_67']",Q21,England,100.0
general foods,ORG,7,"['RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39']",Q445007,Altria,100.0
ebony,ORG,7,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']",Q156005,ebony,100.0
california,GPE,7,"['RG_9_8_56', 'RG_9_8_52', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_59']",Q99,California,100.0
othello,PERSON,7,"['RG9-8_ref4330', 'RG9-8_ref4330']",Q26833,Othello,100.0
negro,GPE,7,"['RG_9_8_118', 'RG9-8_ref4330', 'RG_9_8_121']",Q23445,black,100.0
negro,ORG,7,"['RG_9_8_125', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG_9_8_67']",Q23445,black,100.0
paul robeson,PERSON,7,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']",Q273233,Paul Robeson,100.0
alabama,GPE,7,"['RG_9_8_111', 'RG_9_8_115', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_132', 'RG_9_8_132']",Q173,Alabama,100.0
queens,GPE,7,"['RG_9_8_42', 'RG9-8_ref4328', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_78', 'RG9_8_100', 'RG_9_8_196']",Q18424,Queens,100.0
musa,WORK_OF_ART,7,"['RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186']",Q503,banana,100.0
othello,ORG,7,['RG9-8_ref4330'],Q26833,Othello,100.0
paul robeson,WORK_OF_ART,7,['RG9-8_ref4330'],Q273233,Paul Robeson,100.0
west,LOC,7,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_78', 'RG_9_8_186', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_132']",Q679,west,100.0
prince hall,FAC,7,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']",Q978424,Prince Hall,100.0
othello,WORK_OF_ART,7,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']",Q26833,Othello,100.0
philadelphia,GPE,6,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_55', 'RG_9_8_78', 'RG_9_8_187']",Q1345,Philadelphia,100.0
north,PERSON,6,['RG_9_8_204'],Q659,north,100.0
the police athletic league,ORG,6,"['RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110']",Q7209420,Police Athletic League,92.0
florence,GPE,6,['RG_9_8_125'],Q2044,Florence,100.0
florence,PERSON,6,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']",Q2044,Florence,100.0
duke,PERSON,6,"['RG_9_8_106', 'RG_9_8_114', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']",Q40531,John Wayne,100.0
rod rodgers,PERSON,6,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']",Q68837768,Thermal stability of myosin rod from various species,29.0
irish,NORP,6,"['RG_9_8_97', 'RG_9_8_187', 'RG_9_8_182', 'RG_9_8_155', 'RG_9_8_208', 'RG_9_8_70']",Q9142,Irish,100.0
the community development agency,ORG,6,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']",Q5154724,Community Development and Relief Agency,85.0
bill gunn,PERSON,6,"['RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134']",Q862154,Bill Gunn,100.0
martin,ORG,6,['RG_9_8_204'],Q22920,Martin,100.0
martin,PERSON,6,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']",Q22920,Martin,100.0
mary lou williams,PERSON,6,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_98']",Q126677,Mary Lou Williams,100.0
marxist,NORP,6,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_67']",Q26233653,marxist,100.0
george,PERSON,6,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_144']",Q3816,George Sand,100.0
north,LOC,6,"['RG_9_8_55', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_204', 'RG_9_8_148']",Q659,north,100.0
rod rodgers,ORG,6,['RG_9_8_114'],Q68837768,Thermal stability of myosin rod from various species,29.0
fogel,PERSON,6,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']",Q237821,Robert Fogel,100.0
new york university dr.,ORG,6,"['RG_9_8_94', 'RG_9_8_69', 'RG_9_8_40', 'RG_9_8_52', 'RG_9_8_85', 'RG_9_8_207']",Q69343091,Dr. Vaughan honored by New York University,70.0
romare,ORG,6,['RG_9_8_132'],Q33036321,Romare,100.0
newport jazz festival,EVENT,6,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']",Q577042,Newport Jazz Festival,100.0
bronx community college of the city university of new york,ORG,6,"['RG9-8_ref4328', 'RG9-8_ref4329', 'RG_9_8_78', 'RG_9_8_204', 'RG9_8_100', 'RG9-8_ref4330']",,,
oic,ORG,6,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329']",Q47543,Organisation of Islamic Cooperation,100.0
ogbu,PERSON,6,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']",Q1701244,John Ogbu,100.0
romare,PERSON,6,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']",Q33036321,Romare,100.0
fogel,GPE,6,['RG_9_8_115'],Q237821,Robert Fogel,100.0
ellington,PERSON,6,"['RG_9_8_114', 'RG_9_8_208']",Q594221,Ellington,100.0
duke,ORG,6,['RG_9_8_106'],Q40531,John Wayne,100.0
ellington,GPE,6,"['RG_9_8_106', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']",Q594221,Ellington,100.0
aminu kano,PERSON,5,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']",Q4746475,Aminu Kano,100.0
martin luther king,PERSON,5,"['RG_9_8_52', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_186', 'RG_9_8_144']",Q8027,Martin Luther King Jr.,100.0
black new yorkers,NORP,5,"['RG_9_8_78', 'RG_9_8_78']",Q75971283,Black New Yorkers,100.0
jim,PERSON,5,"['RG_9_8_85', 'RG_9_8_192', 'RG_9_8_192', 'RG9-8_ref4330', 'RG9-8_ref4330']",Q172804,ج,100.0
the puerto rican,LOC,5,"['RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_101']",Q7758711,The Puerto Rican Day,89.0
black creation,ORG,5,"['RG_9_8_85', 'RG_9_8_85']",Q6208657,Joe Black,61.0
black americans,NORP,5,"['RG_9_8_114', 'RG_9_8_204', 'RG_9_8_132', 'RG_9_8_132', 'RG9-8_ref4330']",Q49085,African Americans,100.0
black creation,WORK_OF_ART,5,"['RG_9_8_82', 'RG_9_8_78', 'RG_9_8_78']",Q6208657,Joe Black,61.0
the rod rodgers dance company,ORG,5,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']",,,
puccini,PERSON,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']",Q7311,Giacomo Puccini,100.0
57th street,FAC,5,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42']",Q2612366,57th Street,100.0
americas,LOC,5,"['RG9-8_ref4328', 'RG9-8_ref4329', 'RG9_8_100', 'RG_9_8_155', 'RG9-8_ref4330']",Q828,Americas,100.0
states,GPE,5,"['RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94']",Q30,United States of America,100.0
black new yorkers,ORG,5,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_204']",Q75971283,Black New Yorkers,100.0
ethiopia,GPE,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']",Q115,Ethiopia,100.0
bob,PERSON,5,"['RG_9_8_185', 'RG_9_8_185', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']",Q177275,bobsleigh,100.0
the south bronx economic development corporation,ORG,5,"['RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182']",,,
boston,GPE,5,"['RG_9_8_144', 'RG_9_8_132', 'RG_9_8_67', 'RG_9_8_121', 'RG_9_8_121']",Q100,Boston,100.0
george sparks,PERSON,5,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']",Q21536858,Nicholas George Sparks,74.0
carla,PERSON,5,"['RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']",Q139608,1470 Carla,100.0
blake,PERSON,5,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG9-8_ref4330']",Q41513,William Blake,100.0
the united negro college fund,ORG,5,"['RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148']",Q735469,United Negro College Fund,93.0
sullivan,PERSON,5,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_207']",Q83807,Ed Sullivan,100.0
south bronx,LOC,5,"['RG9_8_100', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182']",Q2404798,South Bronx,100.0
georgia,GPE,5,"['RG_9_8_111', 'RG_9_8_69', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']",Q230,Georgia,100.0
johnson,PERSON,5,"['RG_9_8_196', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']",Q45923,Aaron Taylor-Johnson,100.0
larry wilson,PERSON,5,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']",Q1806134,Larry Wilson,100.0
calvin presley,PERSON,5,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329']",,,
new york jazz festival,EVENT,5,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']",Q7130068,Panasonic Village Jazz Festival,71.0
ymca,ORG,5,"['RG9-8_ref4328', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89']",Q157169,YMCA,100.0
bob moore,PERSON,5,"['RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']",Q326844,Bob Moore,100.0
richard jordan,PERSON,5,"['RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89']",Q492169,Richard Jordan,100.0
the puerto rican,NORP,5,['RG_9_8_94'],Q7758711,The Puerto Rican Day,89.0
lincoln center,ORG,5,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_134', 'RG_9_8_134']",Q581044,Lincoln Center for the Performing Arts,100.0
the long island,LOC,5,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']",Q1052769,Long Island iced tea,93.0
the harlem performance center,LOC,5,['RG_9_8_69'],,,
the community council of greater new york,ORG,5,"['RG9-8_ref4328', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']",,,
maxine sullivan,ORG,5,['RG_9_8_207'],Q281341,Maxine Sullivan,100.0
maxine sullivan,PERSON,5,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207']",Q281341,Maxine Sullivan,100.0
naacp,ORG,5,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_204']",Q502044,NAACP,100.0
maxine sullivan,WORK_OF_ART,5,['RG_9_8_207'],Q281341,Maxine Sullivan,100.0
opera,ORG,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']",Q1344,opera,100.0
basil paterson,PERSON,5,"['RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209']",Q2886807,Basil A. Paterson,100.0
ira aldrich,PERSON,5,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']",Q36850246,Abelson interactor 1 (ABI1) and its interaction with Wiskott-Aldrich syndrome protein (wasp) are critical for proper eye formation in Xenopus embryos.,14.0
the metropolitan opera,ORG,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']",Q188031,Metropolitan Opera House,100.0
the naacp legal defense fund,ORG,5,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']",Q17008021,NAACP Legal Defense and Educational Fund,71.0
moynihan,PERSON,5,"['RG_9_8_82', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26']",Q54870959,Moynihan,100.0
the harlem performance center,FAC,5,"['RG_9_8_69', 'RG_9_8_69']",,,
opera,PERSON,5,"['RG_9_8_69', 'RG_9_8_69']",Q1344,opera,100.0
bill,PERSON,5,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']",Q31528,beak,100.0
ruth artist,PERSON,5,"['RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43']",Q3453604,Ruth Atkinson,75.0
oriental,NORP,5,"['RG_9_8_43', 'RG_9_8_43', 'RG_9_8_89', 'RG_9_8_89', 'RG9-8_ref4324']",Q648160,Oriental,100.0
count basie,LOC,5,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_98', 'RG_9_8_98']",Q107008,Count Basie,100.0
naacp,GPE,5,"['RG_9_8_55', 'RG_9_8_55']",Q502044,NAACP,100.0
the harlem performance center,ORG,5,"['RG_9_8_69', 'RG_9_8_69']",,,
virginia,GPE,5,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_70', 'RG_9_8_134']",Q1370,Virginia,100.0
the boys clubs,ORG,5,"['RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']",Q16954888,The Lost Boys Club,88.0
nyu,ORG,5,"['RG_9_8_82', 'RG_9_8_82', 'RG_9_8_78', 'RG_9_8_89', 'RG_9_8_70']",Q49210,New York University,100.0
feinstein,PERSON,5,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']",Q230733,Dianne Feinstein,100.0
the legal defense fund,ORG,5,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']",Q6517482,Legal defense fund,90.0
the harlem cultural council,ORG,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']",,,
carnegie hall,FAC,4,['RG_9_8_106'],Q200959,Carnegie Hall,100.0
sparks,PERSON,4,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']",Q145866,Sparks,100.0
aldrich,PERSON,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']",Q358732,Doug Aldrich,100.0
alexander,PERSON,4,"['RG_9_8_182', 'RG_9_8_134', 'RG_9_8_134']",Q923,Alexander,100.0
carnegie hall,ORG,4,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_208']",Q200959,Carnegie Hall,100.0
sparks,NORP,4,['RG_9_8_144'],Q145866,Sparks,100.0
nigerian,NORP,4,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']",Q7032867,Nigerian Army,94.0
the brooklyn museum,ORG,4,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']",Q632682,Brooklyn Museum,100.0
caucasian,NORP,4,"['RG_9_8_97', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_67']",Q7129609,Caucasian,100.0
the bronx psychiatric center,ORG,4,"['RG9_8_100', 'RG9_8_100', 'RG9_8_100', 'RG9_8_100']",Q50036556,Bronx Psychiatric Center,92.0
alexander,ORG,4,['RG_9_8_134'],Q923,Alexander,100.0
the city of new york,GPE,4,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9_8_100', 'RG_9_8_201']",Q60,New York City,100.0
larry,PERSON,4,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']",Q2262318,Larry,100.0
the national dental association,ORG,4,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52']",Q91482885,The National Dental Association,100.0
dubois,PERSON,4,"['RG_9_8_114', 'RG9-8_ref4330', 'RG9-8_ref4330']",Q317176,Eugène Dubois,100.0
dubois,GPE,4,['RG_9_8_97'],Q317176,Eugène Dubois,100.0
browning,PERSON,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']",Q233265,Robert Browning,100.0
alvin ailey,PERSON,4,['RG_9_8_208'],Q449037,Alvin Ailey,100.0
alvin ailey,ORG,4,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_187']",Q449037,Alvin Ailey,100.0
pat,PERSON,4,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']",Q414526,patulin,100.0
lester alston,PERSON,4,"['RG_9_8_199', 'RG_9_8_199', 'RG_9_8_199', 'RG_9_8_199']",Q78265117,SEROLOGICAL STUDIES IN BAPTISIA AND CERTAIN OTHER GENERA OF THE LEGUMINOSAE,25.0
doug ward,PERSON,4,['RG9-8_ref4324'],Q102212976,Doug E. Ward,90.0
the civil rights act,LAW,4,"['RG_9_8_55', 'RG_9_8_148', 'RG_9_8_144', 'RG_9_8_67']",Q501202,Civil Rights Act of 1875,89.0
doug ward,GPE,4,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']",Q102212976,Doug E. Ward,90.0
lenox avenue,FAC,4,"['RG9-8_ref4329', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111']",Q6523155,Malcolm X Boulevard,100.0
lee archer,PERSON,4,"['RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39']",Q987630,Lee Archer,100.0
hugh butts,PERSON,4,"['RG9_8_100', 'RG9_8_100', 'RG9_8_100', 'RG9_8_100']",Q5930187,Hugh Butt,95.0
7th avenue,FAC,4,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_187', 'RG_9_8_118']",Q109926,Seventh Avenue,100.0
the city university of new york,ORG,4,"['RG_9_8_115', 'RG_9_8_199', 'RG_9_8_155', 'RG_9_8_155']",Q762266,City University of New York,100.0
earl,PERSON,4,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']",Q34659,My Name Is Earl,100.0
cecil taylor,PERSON,4,"['RG_9_8_98', 'RG_9_8_98', 'RG_9_8_98', 'RG_9_8_98']",Q363908,Cecil Taylor,100.0
connie,ORG,4,"['RG_9_8_110', 'RG_9_8_82']",Q543815,Hurricane Connie,100.0
dick,PERSON,4,"['RG_9_8_207', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89']",Q15333,dick,100.0
joan,PERSON,4,"['RG_9_8_187', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']",Q149935,2677 Joan,100.0
the new york public library,ORG,4,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111']",Q219555,New York Public Library,100.0
john rhoden,PERSON,4,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']",Q6254691,John Rhoden,100.0
the new york university college of dentistry,ORG,4,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52']",Q3339066,New York University College of Dentistry,95.0
a&r,ORG,4,"['RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186']",Q610225,artist and repertoire,100.0
jocelyn,PERSON,4,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']",Q1632310,25415 Jocelyn,100.0
joan maynard,PERSON,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']",Q6205279,Joan Maynard,100.0
james neal,PERSON,4,"['RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192']",Q539743,James Neal,100.0
police athletic league,ORG,4,"['RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110']",Q7209420,Police Athletic League,100.0
william alston,PERSON,4,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']",Q125879,William Alston,100.0
connie finch,PERSON,4,"['RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82']",Q90038158,"The Safety of Mother's Milk® Tea: Results of a Randomized Double-Blind, Controlled Study in Fully Breastfeeding Mothers and Their Infants",14.0
connie finch,ORG,4,['RG_9_8_82'],Q90038158,"The Safety of Mother's Milk® Tea: Results of a Randomized Double-Blind, Controlled Study in Fully Breastfeeding Mothers and Their Infants",14.0
the afro-american theater museum,ORG,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']",,,
connie,PERSON,4,"['RG_9_8_110', 'RG_9_8_82']",Q543815,Hurricane Connie,100.0
jean carey bond,PERSON,4,"['RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']",Q75662950,Jean Carey Bond,100.0
indians,NORP,4,"['RG_9_8_39', 'RG_9_8_118', 'RG_9_8_67', 'RG_9_8_67']",Q49297,indigenous peoples of the United States,100.0
chinese,NORP,4,"['RG_9_8_94', 'RG_9_8_111', 'RG_9_8_186', 'RG_9_8_118']",Q7850,Chinese,100.0
kathleen bullock,PERSON,4,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']",Q77906713,A synthetic vitreous fiber (SVF) occupational exposure database: implementing the SVF Health and Safety Partnership Program,29.0
the new world,EVENT,4,"['RG_9_8_67', 'RG_9_8_67']",Q28193,The New World,100.0
alan baron,PERSON,4,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56']",Q4706282,"Alan Burns, 4th Baron Inverclyde",80.0
channel 13,ORG,4,"['RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101']",Q41520212,Reshet 13,100.0
ellen,PERSON,4,"['RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG9-8_ref4324']",Q82226,Ellen,100.0
african revolutionary,ORG,4,['RG_9_8_133'],Q1141973,Revolutionary United Front,72.0
african revolutionary,WORK_OF_ART,4,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']",Q1141973,Revolutionary United Front,72.0
the south bronx overall economic development corporation,ORG,4,"['RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182']",,,
noble sissle,PERSON,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG9-8_ref4330']",Q563239,Noble Sissle,100.0
george wallace,PERSON,4,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_209']",Q313776,George Wallace,100.0
joyce wein,PERSON,4,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']",Q1710047,Joyce Wein,100.0
the society for the preservation of weeksville,ORG,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']",,,
iago,ORG,4,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']",Q621171,Iago,100.0
chicano,ORG,4,"['RG_9_8_94', 'RG_9_8_101', 'RG_9_8_204', 'RG_9_8_89']",Q581921,Mexican Americans,100.0
igbos,PERSON,4,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']",Q244157,Chibuze Family,100.0
the new york nets,ORG,4,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56']",Q572134,Brooklyn Nets,87.0
the new world,ORG,4,"['RG_9_8_67', 'RG_9_8_67']",Q28193,The New World,100.0
the united nations,ORG,4,"['RG_9_8_101', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_134']",Q58446921,The United Nations,100.0
gateway,GPE,4,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328']",Q53060,gate,100.0
livingston college rutgers university,ORG,4,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']",Q4261030,Livingston College,65.0
avon,ORG,4,['RG_9_8_40'],Q19709,River Avon,100.0
loch lomond,PERSON,4,['RG_9_8_207'],Q208926,Loch Lomond,100.0
unique new york,ORG,4,"['RG_9_8_78', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']",Q43063406,Rialto Theater,61.0
loch lomond,WORK_OF_ART,4,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207']",Q208926,Loch Lomond,100.0
bedford,GPE,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']",Q31291,"Herbrand Russell, 11th Duke of Bedford",100.0
bedford,ORG,4,['RG_9_8_70'],Q31291,"Herbrand Russell, 11th Duke of Bedford",100.0
boy scout,PERSON,4,"['RG9-8_ref4328', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_70']",Q21160476,Dahlia 'Boy Scout',100.0
bedford stuyvesant,ORG,4,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_82']",Q1156982,Bedford–Stuyvesant,100.0
andy kirk,PERSON,4,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']",Q526442,Andy Kirk,100.0
frederick douglass,PERSON,4,"['RG_9_8_114', 'RG_9_8_155', 'RG_9_8_67', 'RG_9_8_67']",Q215562,Frederick Douglass,100.0
sheba,PERSON,4,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']",Q136910,1196 Sheba,100.0
